Age,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Decision
33,Contract,635100,4.9,1,Medical,278000,36,2,250200,8370,32.62,43.77,21.9,0,0,0,4,8.3,4,100,689,1
26,Salaried,1068000,5,0,Home,318000,36,1,456400,17570,32.51,29.78,39.08,0,0,0,0,3.7,5,100,669,0
35,Salaried,850700,8.1,2,Vehicle,948000,72,0,0,0,29.77,111.44,23.13,0,1,6,3,7.8,5,99.38,711,1
35,Salaried,528600,2.6,3,Personal,1071000,72,0,0,0,52.89,202.61,25.74,0,0,0,6,11.1,2,100,721,1
42,Salaried,704800,7.5,1,Personal,1024000,24,1,381700,9200,95,145.29,21.41,0,1,12,2,24.1,5,99,758,0
40,Salaried,394800,8.9,1,Personal,1034000,36,1,213900,4460,95,261.9,5.67,0,2,25,5,16.8,3,92.45,702,0
45,Salaried,340400,4.6,0,Business,861000,36,0,0,0,95,252.94,35.94,0,0,0,2,13.2,5,100,698,0
21,Business Owner,1325700,16.3,0,Personal,2721000,48,0,0,0,68.19,205.25,32.6,0,0,0,0,3,3,100,670,0
29,Salaried,488400,12.2,0,Home Renovation,624000,72,0,0,0,32.89,127.76,31.3,0,1,14,3,1.4,3,95.97,673,0
35,Salaried,632200,7.8,3,Vehicle,941000,84,0,0,0,35.46,148.85,22.58,0,2,13,0,13.5,4,96.85,724,0
40,Salaried,671500,4.1,2,Personal,1102000,72,2,1100900,40060,95,164.11,44.39,0,1,14,2,11.6,5,99.17,691,0
54,Self-Employed,1256200,6,1,Business,3138000,24,1,431100,11450,95,249.8,15.1,1,2,25,0,31.8,4,83.61,760,0
28,Salaried,1447800,4.5,2,Business,1639000,36,0,0,0,43.6,113.21,40.37,0,1,17,1,0.5,4,96.07,652,1
30,Salaried,601100,8.4,2,Vehicle,801000,24,0,0,0,76.81,133.26,13.12,0,0,0,2,0.5,2,100,689,0
32,Salaried,505900,7.2,2,Personal,527000,72,1,154300,4770,39.25,104.17,24.04,0,0,0,0,8.3,5,99.56,722,1
30,Salaried,353500,9.2,1,Vehicle,627000,36,0,0,0,73.31,177.37,35.56,0,2,12,1,10.3,6,88.87,680,0
28,Professional,441700,8.5,1,Personal,1198000,60,0,0,0,71.05,271.22,43.17,0,1,16,2,4.6,2,93.77,620,0
36,Salaried,666000,4.8,3,Vehicle,998000,72,0,0,0,40.75,149.85,24.27,0,0,0,3,18.1,3,99.58,752,1
44,Salaried,356200,1.2,1,Vehicle,648000,60,2,722800,26090,95,181.92,19.82,0,1,15,3,17.5,3,96.41,723,0
37,Salaried,918100,9,1,Personal,796000,36,0,0,0,33.39,86.7,41.05,0,0,0,1,8.3,5,100,701,1
29,Salaried,810100,5.8,1,Personal,2151000,48,0,0,0,88.4,265.52,15.98,0,1,5,1,2.3,2,100,666,0
34,Self-Employed,391600,4.5,2,Personal,226000,60,0,0,0,15.46,57.71,29.66,0,0,0,1,6.8,4,100,698,1
27,Salaried,619800,5.2,2,Education,959000,60,1,218200,6110,53.98,154.73,39.93,0,1,16,1,0.5,4,94.88,638,0
44,Salaried,608600,5.8,3,Vehicle,233000,60,0,0,0,11.45,38.28,2.72,0,0,0,3,10.3,5,100,721,1
49,Salaried,454500,6.4,2,Personal,1261000,12,0,0,0,95,277.45,17.52,1,3,25,2,25.4,2,83.96,715,0
22,Salaried,965800,3.5,0,Medical,1179000,12,0,0,0,95,122.07,20.21,0,1,6,3,0.5,1,94.55,677,1
38,Salaried,1278400,11.1,2,Education,2005000,36,0,0,0,61.34,156.84,41.93,0,0,0,1,20,4,97.21,737,0
29,Professional,649800,5.9,3,Home Renovation,1638000,36,0,0,0,95,252.08,31.75,0,0,0,2,9.5,4,100,676,0
37,Salaried,807700,5.7,1,Personal,258000,60,0,0,0,9.16,31.94,70.53,0,2,30,2,5.5,3,96.7,597,0
35,Salaried,472000,8.3,2,Education,174000,48,0,0,0,12.73,36.86,21.84,0,3,31,0,13.1,4,90.52,703,0
25,Salaried,1448100,0.5,2,Business,1623000,60,4,538700,14430,45.77,112.08,17.98,0,0,0,3,0.5,6,97.14,674,1
46,Business Owner,646600,8,0,Home,1526000,36,0,0,0,95,236,82.11,0,1,10,5,25.7,1,99.62,677,0
35,Salaried,1967700,6.4,1,Education,3657000,36,0,0,0,80.33,185.85,19.44,0,1,7,0,9.2,4,92.53,712,1
32,Contract,497600,8.2,2,Medical,1103000,84,1,329200,7120,62.74,221.66,30.74,0,1,17,6,1.8,7,94.21,654,0
37,Salaried,794800,2.3,2,Personal,793000,60,0,0,0,29.31,99.77,46.94,0,1,12,2,16,4,93.42,678,1
29,Salaried,538300,3,4,Personal,1336000,12,3,238600,7740,95,248.19,40.81,0,1,16,2,4.9,6,100,652,0
34,Salaried,568800,4,3,Home,1067000,60,0,0,0,48.72,187.59,12.25,0,0,0,1,3.6,4,100,732,0
21,Professional,920300,3.6,0,Personal,2037000,72,1,250600,4530,60.85,221.34,27.57,0,2,36,2,0.5,5,89.02,644,0
21,Contract,605400,6.2,2,Business,1601000,24,2,235600,7770,95,264.45,21.8,0,0,0,4,0.5,4,97.3,663,0
28,Professional,1112700,1.6,1,Business,1756000,12,0,0,0,95,157.81,40.6,2,2,11,1,0.6,3,84.83,560,0
31,Professional,815900,12.7,1,Vehicle,1604000,12,3,1095000,27360,95,196.59,46.76,0,1,15,1,10,7,96.43,660,0
21,Professional,596900,10.9,0,Personal,399000,24,1,58900,1220,41.03,66.85,68.08,0,1,14,1,0.5,6,100,600,0
32,Salaried,1051000,4.1,1,Consumer Durable,1424000,48,0,0,0,43.89,135.49,45.74,0,0,0,2,5.6,4,99.9,669,1
31,Self-Employed,544100,2.2,2,Personal,371000,36,1,19600,810,29.35,68.19,45.33,0,1,16,1,8.8,3,98.19,706,1
35,Salaried,737500,8.2,1,Medical,838000,60,1,266800,8560,44.24,113.63,16.48,0,0,0,3,4.6,2,96.33,705,1
41,Salaried,456100,11.2,0,Medical,1204000,12,3,710600,18710,95,263.98,13.99,1,0,0,0,16.3,5,89.64,673,0
51,Contract,1171300,9.4,2,Personal,2110000,60,0,0,0,53.62,180.14,36.13,0,0,0,1,30.4,3,99.01,781,1
40,Salaried,893700,5.6,1,Personal,1865000,12,0,0,0,95,208.68,17.37,0,0,0,2,17.2,4,98.68,739,0
28,Salaried,670800,1.8,1,Vehicle,307000,48,2,1390100,51610,95,45.77,37.83,0,1,11,1,3.6,7,94.36,652,1
42,Self-Employed,535500,5.3,1,Business,1076000,36,0,0,0,81.67,200.93,35.69,0,0,0,2,20.7,2,99.19,738,0
48,Self-Employed,957400,9.5,3,Personal,1392000,48,2,273700,6580,52.2,145.39,17.43,0,1,10,2,25.7,5,100,761,1
26,Salaried,442900,8.6,2,Medical,1178000,60,1,89400,2860,79.47,265.97,53.92,0,2,14,2,2.3,5,94.32,642,0
27,Salaried,590400,6.3,2,Personal,828000,36,1,18700,780,62.32,140.24,47.66,0,1,13,3,2.7,4,97.16,624,0
24,Salaried,537600,0.5,2,Vehicle,544000,36,2,414500,10230,62.25,101.19,13.95,0,0,0,2,0.5,4,98.03,670,1
31,Business Owner,447700,6.6,2,Consumer Durable,183000,48,2,670200,18310,61.72,40.88,11.71,0,1,16,0,5.5,6,93.5,710,1
39,Salaried,805000,4.3,2,Business,1143000,12,1,58200,1410,95,141.99,64.21,0,0,0,3,16.1,3,97.33,654,0
49,Contract,693700,7.4,2,Medical,870000,60,3,1198300,38320,95,125.41,66.01,1,1,9,3,19.8,7,92.54,645,0
44,Salaried,1222800,6,3,Education,880000,36,2,220700,8480,39.12,71.97,16.98,0,1,10,2,25.2,7,98.88,773,1
39,Business Owner,739700,11.4,0,Medical,1910000,48,1,72000,2820,94.13,258.21,42.51,0,2,16,2,16.7,5,95.44,672,0
36,Salaried,548500,7.5,1,Home,228000,48,1,61400,1670,16.22,41.57,28.9,0,0,0,2,12.7,4,99.69,717,1
39,Salaried,641800,3.2,1,Vehicle,798000,60,0,0,0,33.53,124.34,32.38,0,1,9,4,15.8,2,97.11,709,1
40,Contract,658800,4,0,Vehicle,1342000,60,1,104500,4000,62.44,203.7,22.31,0,1,17,3,13.6,4,98.48,717,0
47,Salaried,595900,5.9,3,Personal,229000,84,2,198400,5380,19.65,38.43,66.1,0,1,15,0,23.1,3,96.51,693,1
36,Self-Employed,1262800,3.4,3,Personal,622000,36,0,0,0,20.55,49.26,15.73,1,2,10,1,12.4,2,87,702,1
38,Salaried,401400,0.7,2,Personal,942000,36,3,851200,18490,95,234.68,30.59,0,0,0,4,10.9,4,100,695,0
33,Contract,1296000,13,0,Vehicle,3226000,24,0,0,0,95,248.92,20.54,0,1,17,3,4.3,2,95.59,709,0
37,Professional,359600,2.8,0,Home,223000,36,1,245900,8830,54.38,62.01,10.68,0,1,9,1,9.2,8,96.18,683,1
34,Salaried,1068700,14,1,Vehicle,877000,48,3,956700,23890,51.72,82.06,47.56,0,0,0,1,13,5,97.8,683,0
26,Salaried,372800,4.8,1,Home Renovation,294000,24,1,109300,3650,55.23,78.86,48.98,0,2,35,2,4.6,3,89.72,616,1
43,Salaried,810300,1.4,2,Home Renovation,1650000,84,1,49300,1590,42.42,203.63,11.62,0,0,0,0,22,4,100,774,1
49,Business Owner,773300,5.8,2,Home,389000,48,1,371400,11110,34.87,50.3,69.98,0,1,9,3,19.9,5,97.1,649,1
36,Salaried,553700,5,0,Vehicle,1240000,84,0,0,0,51.42,223.95,10.18,0,0,0,4,11.5,2,94.96,716,0
39,Business Owner,870700,7.4,0,Personal,1710000,72,1,126300,2740,50.35,196.39,70.57,1,5,61,2,17.9,3,82.82,625,0
43,Salaried,529900,5.9,3,Medical,575000,36,3,469600,14160,75.16,108.51,34.65,0,0,0,2,18.3,5,100,727,1
35,Salaried,971700,2.1,1,Medical,904000,24,1,612300,11900,68.92,93.03,33.21,1,2,18,1,13.6,3,86.98,645,0
38,Professional,557200,5.7,1,Business,506000,36,0,0,0,34.83,90.81,24.24,1,5,65,3,10.8,2,81.15,669,0
34,Self-Employed,572500,3.2,1,Vehicle,810000,60,1,412400,10340,61.68,141.48,26.55,0,1,11,1,14.3,3,96.61,725,0
31,Salaried,807000,4.6,1,Personal,1115000,36,1,78600,2270,60.66,138.17,17.86,0,0,0,2,6,3,100,722,0
40,Salaried,593700,5.5,2,Vehicle,1551000,60,1,733100,27500,95,261.24,15.01,0,2,34,8,15.8,6,100,729,0
40,Salaried,300200,6.1,0,Home,551000,72,4,959700,31990,95,183.54,57.61,0,1,17,0,13.8,8,100,659,0
44,Self-Employed,240600,0.5,1,Personal,499000,60,2,749600,21140,95,207.4,35.77,0,1,11,2,24.3,5,97.72,736,0
36,Salaried,757200,1.3,2,Home Renovation,1052000,72,1,872800,17220,61.36,138.93,18.88,0,1,10,1,9.2,2,94.48,711,1
26,Salaried,1239200,7.6,0,Home,1798000,48,1,121500,4750,51.48,145.09,48.73,0,0,0,3,0.5,5,100,628,0
45,Self-Employed,1007600,6.9,1,Home,2595000,60,0,0,0,67.38,257.54,20.79,0,1,18,1,24,5,97.52,738,1
30,Salaried,462500,9.2,2,Medical,1115000,12,0,0,0,95,241.08,34.45,0,1,10,0,0.5,3,98.55,662,0
30,Contract,513000,2.6,0,Home,1195000,60,0,0,0,68.39,232.94,67.33,0,0,0,2,5.2,1,100,632,0
31,Professional,539300,11.9,1,Personal,1315000,60,0,0,0,70.69,243.83,17.5,0,3,29,0,4.9,7,94.53,681,0
21,Self-Employed,753200,0.5,1,Home,2099000,48,1,170000,5750,95,278.68,29.85,0,0,0,5,0.5,2,100,632,0
34,Business Owner,1542700,7.9,4,Personal,2483000,36,1,112900,2390,64.43,160.95,37.14,0,1,10,4,7.5,4,95.35,671,1
41,Professional,724400,9.8,0,Personal,1944000,24,1,205000,6400,95,268.36,49.18,0,0,0,7,16.3,4,100,641,0
32,Self-Employed,400100,4.6,0,Home,268000,60,1,285100,7170,39.92,66.98,19.49,0,1,10,1,9.6,5,98.77,677,1
47,Salaried,911500,3.1,1,Education,1125000,24,0,0,0,68.21,123.42,42.39,0,0,0,1,24.7,6,100,724,1
47,Salaried,1310000,6,0,Vehicle,1971000,36,4,1541700,46830,95,150.46,45.54,0,0,0,1,27.7,6,100,779,0
44,Professional,533900,5.4,1,Business,949000,36,0,0,0,73.74,177.75,10.32,0,0,0,4,19.4,4,99.38,758,1
21,Professional,1076700,4.4,1,Business,1129000,84,0,0,0,22.69,104.86,44.31,0,3,26,1,5.8,4,92.51,666,0
48,Salaried,237100,7.1,0,Personal,64000,24,0,0,0,15.59,26.99,29.1,0,1,9,2,29.1,4,95.29,779,1
34,Salaried,993100,11.4,3,Medical,1261000,36,1,447800,15900,68.37,126.98,15.81,0,0,0,2,9.3,4,99.58,723,1
50,Self-Employed,295700,5.1,2,Personal,460000,60,0,0,0,41.35,155.56,33,0,0,0,4,27.7,2,99.1,759,1
31,Contract,560500,7.1,2,Education,1495000,72,0,0,0,71.77,266.73,21.71,0,1,11,3,10.8,3,92.76,670,0
35,Salaried,684100,11.5,2,Personal,1435000,72,3,689400,23890,89.54,209.76,23.32,0,0,0,2,6.6,6,100,671,0
37,Self-Employed,1293400,7.7,1,Business,1628000,12,0,0,0,95,125.87,22.54,0,0,0,2,12.1,1,100,724,1
28,Salaried,534700,12.5,4,Medical,1465000,24,2,380900,13380,95,273.99,28.18,0,0,0,4,0.5,4,100,627,0
22,Salaried,557900,1.9,2,Personal,532000,36,0,0,0,40.03,95.36,44.95,1,2,13,1,3.2,4,88.12,631,0
21,Salaried,670700,1.6,3,Personal,1085000,72,0,0,0,43.74,161.77,19.68,0,1,10,3,0.5,2,99.38,644,0
61,Professional,268600,0.7,1,Home Renovation,161000,48,3,2365300,71770,95,59.94,20.49,0,0,0,1,35,6,94.88,784,1
22,Salaried,1042600,8.2,0,Medical,533000,36,1,170600,4610,26.49,51.12,54.02,0,1,13,2,4,6,94.5,679,0
22,Salaried,949400,3.7,1,Business,952000,72,2,280100,8610,34.65,100.27,23.18,0,0,0,0,0.5,6,98.35,659,1
41,Contract,649300,8.4,2,Vehicle,1270000,24,0,0,0,95,195.6,27.44,0,1,8,0,17.3,4,95.4,720,0
24,Salaried,824900,4.7,3,Personal,808000,36,1,154700,5760,48.7,97.95,40.94,0,1,13,1,2.3,5,100,682,1
22,Self-Employed,701000,6.6,4,Business,1035000,12,1,626900,20130,95,147.65,35.06,0,1,14,3,0.5,4,97.71,628,0
21,Salaried,977200,2.2,2,Business,717000,48,1,213800,7440,32.38,73.37,59.15,0,1,5,1,0.5,4,98.3,622,1
38,Salaried,587700,9.6,0,Business,777000,24,0,0,0,77.09,132.21,51.84,0,0,0,2,6.8,4,100,656,0
27,Salaried,720900,3.2,1,Medical,1103000,36,2,236800,6660,76.47,153,18.22,0,0,0,0,4.2,6,94.46,665,0
41,Salaried,766700,10.6,1,Consumer Durable,1236000,24,0,0,0,90.44,161.21,40.8,0,1,8,3,18.8,3,96.81,694,0
35,Salaried,890900,4.3,3,Home,2460000,24,1,997700,26990,95,276.13,23.29,1,4,70,4,9,4,76.19,652,0
37,Salaried,268400,4.9,0,Vehicle,687000,48,3,929600,35360,95,255.96,12.63,0,1,7,8,8.6,5,90.51,673,0
32,Self-Employed,515500,6.2,3,Home,380000,72,2,571600,18220,59.79,73.71,20.12,0,1,15,2,10.8,3,99.23,706,0
34,Salaried,922800,7.1,3,Vehicle,1138000,48,0,0,0,39.73,123.32,42.66,0,2,35,1,8.5,3,96.12,660,1
28,Professional,648000,8.6,0,Personal,1598000,48,2,2163800,50380,95,246.6,34.14,0,2,25,2,9.9,3,92.83,676,0
29,Professional,686300,3.8,2,Personal,1485000,60,0,0,0,61.92,216.38,6.31,1,3,48,1,5.5,1,83.72,665,0
27,Salaried,620700,4.2,1,Personal,186000,84,1,24700,520,8.41,29.97,23.18,1,3,34,1,3.9,4,87.71,677,0
49,Salaried,829300,4.5,1,Personal,1295000,60,0,0,0,39.31,156.16,63.51,0,0,0,2,23,5,98.26,717,1
33,Salaried,444600,3,3,Business,212000,24,1,736700,29170,95,47.68,23.82,0,0,0,1,10.5,6,100,704,1
21,Salaried,995300,6.8,2,Vehicle,861000,84,2,461800,16740,37.54,86.51,43.08,1,1,17,2,2.3,7,92.93,621,0
38,Salaried,499700,3,2,Personal,1049000,24,0,0,0,95,209.93,33.69,0,1,13,2,13.8,5,95.68,682,0
29,Salaried,704100,5.3,1,Personal,1971000,24,1,11600,500,95,279.93,12.26,0,1,16,2,0.5,3,93.75,658,0
36,Salaried,382400,8.6,0,Vehicle,429000,24,1,49300,1430,68.04,112.19,6.27,0,0,0,2,7.4,5,98.73,730,1
34,Self-Employed,551200,7.1,1,Business,1093000,60,1,151000,4240,64.24,198.29,24.65,0,1,17,5,11.4,5,96.35,678,0
49,Self-Employed,1233900,4.4,2,Business,2531000,72,0,0,0,52.58,205.12,19.26,0,0,0,1,25.1,4,100,767,1
33,Salaried,764800,10.1,6,Personal,1935000,24,0,0,0,95,253.01,29.67,0,1,15,4,7.4,1,100,683,0
43,Contract,626900,4.4,2,Personal,1029000,72,0,0,0,41.34,164.14,65.57,0,0,0,4,18.6,3,98.93,673,1
42,Salaried,1616000,4.6,1,Personal,3655000,72,0,0,0,60.77,226.18,43.95,0,1,6,4,16.8,5,97.78,699,0
24,Salaried,557500,10.1,3,Personal,530000,36,0,0,0,38.4,95.07,6.17,0,0,0,0,0.5,4,100,694,1
38,Salaried,772900,11.4,0,Medical,1312000,60,4,213200,5080,55.68,169.75,32.9,0,0,0,1,15.3,6,98.46,714,1
30,Salaried,1016900,2.2,6,Home Renovation,2148000,60,0,0,0,53.26,211.23,38.35,0,3,21,3,3.7,4,91.03,662,0
26,Self-Employed,418300,13.3,3,Vehicle,426000,48,1,53000,1950,36.9,101.84,19.56,0,0,0,1,1.6,3,94.77,678,0
26,Contract,433500,5.7,3,Medical,1187000,84,1,66800,1500,62.48,273.82,11.72,1,0,0,3,2.5,4,94.21,652,0
43,Salaried,768600,6.4,5,Personal,1854000,36,3,728800,19040,95,241.22,43.57,1,3,26,5,12.6,6,82.22,633,0
58,Salaried,803100,7.5,2,Education,2154000,12,3,2673200,88240,95,268.21,34.47,0,0,0,3,35,5,100,794,0
29,Salaried,1038900,4.6,1,Education,2661000,36,2,228500,4940,95,256.14,41.67,0,3,39,1,6.1,7,88.24,654,0
38,Business Owner,574800,2.1,1,Education,736000,60,2,804500,25190,86.7,128.04,48.14,0,0,0,1,8.9,6,100,653,0
39,Salaried,383400,9.3,2,Home Renovation,807000,48,0,0,0,67.87,210.49,16.09,0,0,0,0,18.5,3,98.11,756,1
31,Professional,418500,0.5,0,Personal,643000,36,0,0,0,60.36,153.64,39.98,0,1,18,4,7.9,3,93.13,641,0
48,Self-Employed,818200,4.5,1,Business,1293000,60,1,85800,2580,45.96,158.03,15.98,0,2,26,2,30.6,3,92.51,763,1
55,Salaried,1444300,4.6,0,Education,2593000,60,2,1029600,39590,78.59,179.53,39.82,0,1,11,4,30.1,7,95.41,731,0
31,Salaried,813100,6.3,0,Medical,482000,36,1,130000,4260,31.93,59.28,42.67,0,1,15,2,8.3,3,99.83,664,1
51,Professional,855800,8.2,2,Personal,571000,84,0,0,0,14.71,66.72,19.96,0,0,0,3,29.5,2,100,804,1
31,Salaried,605900,9.3,2,Home,749000,36,0,0,0,53.23,123.62,56.18,0,0,0,3,5.7,3,100,620,0
28,Salaried,439000,1.9,1,Personal,1092000,24,0,0,0,95,248.75,45.8,1,2,20,3,0.7,1,87.35,600,0
35,Professional,651700,9.7,3,Personal,441000,72,0,0,0,17.33,67.67,15.62,0,1,6,1,10,2,97.8,745,1
43,Salaried,684000,1.1,2,Vehicle,208000,84,0,0,0,6.75,30.41,10.46,1,1,12,0,14.7,1,93.67,727,1
35,Salaried,520400,3.8,1,Personal,161000,60,1,977000,39180,95,30.94,22.62,0,1,6,2,13,6,97.11,710,0
42,Professional,796200,14.4,1,Personal,2024000,12,0,0,0,95,254.21,29.31,0,2,32,5,21.7,6,93.68,734,0
38,Contract,1119600,8.5,3,Home,1901000,60,0,0,0,48.55,169.79,9.64,0,0,0,2,16.5,3,98.36,763,1
47,Professional,722600,9.1,0,Vehicle,1754000,24,2,222800,8200,95,242.73,30.04,0,0,0,7,27.5,4,100,734,0
41,Contract,1199700,7.6,3,Personal,2005000,36,0,0,0,64.35,167.13,16.75,0,2,36,2,19.2,3,96.31,734,1
49,Contract,478600,13,5,Personal,276000,36,1,221400,6580,40.28,57.67,25.14,0,0,0,3,25,4,100,737,1
29,Salaried,482300,12,5,Personal,615000,48,0,0,0,40.85,127.51,40.19,0,0,0,2,5.2,2,99.59,668,0
34,Salaried,1486500,7.5,2,Personal,3497000,24,1,173300,3280,95,235.25,45.13,0,2,23,5,7.8,2,92.11,629,0
36,Salaried,1214900,5.1,2,Vehicle,335000,60,1,502200,18440,25.89,27.57,24.47,0,2,29,1,10.9,3,93.08,746,1
29,Business Owner,1492800,3.5,1,Medical,2362000,48,1,357500,14490,66.04,158.23,60.28,0,2,15,3,0.5,4,90.01,544,0
27,Professional,265500,4.1,2,Education,616000,36,0,0,0,95,232.02,17.74,0,2,25,4,8.6,5,96.05,645,0
39,Salaried,641300,6.3,0,Education,1292000,36,1,634200,24880,95,201.47,44.34,0,1,7,2,15.7,4,98.96,710,0
42,Salaried,813700,3.8,0,Home Renovation,1708000,36,0,0,0,85.35,209.91,67.61,0,1,17,2,16.3,5,92.49,655,0
37,Salaried,434700,7.1,0,Home,466000,48,0,0,0,32.82,107.2,30.53,1,5,44,0,11.8,2,75.1,658,0
45,Salaried,312400,9.4,2,Personal,499000,84,2,150400,6060,56.55,159.73,55.4,0,0,0,2,22.9,5,100,718,0
27,Salaried,1484700,7.6,0,Business,3615000,12,1,147800,3510,95,243.48,13.03,0,1,7,2,0.5,5,97.48,680,0
33,Contract,422500,3.8,0,Home,1056000,72,2,814000,23360,95,249.94,9.24,0,2,34,3,6.2,5,94.32,683,0
26,Salaried,611200,7.9,1,Consumer Durable,962000,60,2,2603600,74350,95,157.4,32.49,0,0,0,1,3.2,5,95.71,679,0
37,Salaried,311200,6.2,2,Medical,169000,72,2,118900,3180,25.52,54.31,53.53,0,0,0,3,14.6,5,98.3,664,0
40,Salaried,455000,6.3,2,Home,1160000,36,1,176300,6230,95,254.95,33.76,0,1,10,1,22.3,4,97.21,716,0
47,Salaried,185300,0.8,5,Medical,317000,60,1,74300,2840,68.76,171.07,7.22,0,1,7,1,25.8,6,97.61,776,1
26,Salaried,1362200,4.1,3,Home,2605000,60,0,0,0,49.3,191.23,58.93,0,0,0,2,4.2,3,99.24,628,0
39,Salaried,963900,4.6,1,Personal,2632000,12,0,0,0,95,273.06,19.2,0,1,9,7,23.7,1,95.96,738,0
48,Professional,1242600,2.3,1,Vehicle,436000,24,1,251100,9190,28.7,35.09,35.07,1,2,19,0,21.4,4,85.83,698,1
27,Salaried,1002300,3.1,1,Home,1544000,12,1,68800,2750,95,154.05,40.91,1,2,22,3,0.5,3,81.24,576,0
25,Salaried,1071300,4.3,2,Vehicle,2796000,48,0,0,0,83.79,260.99,23.52,0,1,6,1,0.5,4,95.23,673,0
23,Salaried,729800,6.3,3,Home,362000,48,0,0,0,16.65,49.6,8.99,0,0,0,5,2.7,7,100,694,0
41,Professional,339200,5,1,Personal,882000,72,1,59100,1690,75,260.02,11.64,0,1,16,3,22.6,5,100,780,0
30,Self-Employed,2326700,10,2,Home Renovation,2345000,60,0,0,0,25.29,100.79,26.12,0,2,34,3,11.1,2,97.96,695,0
40,Salaried,525300,5.2,2,Personal,1098000,36,3,218500,6830,95,209.02,51.18,0,1,12,3,15.7,6,97.8,669,0
34,Salaried,313700,4.7,0,Education,777000,36,0,0,0,95,247.69,49.81,0,2,14,1,8.9,3,93.78,618,0
51,Salaried,1216900,10.4,3,Personal,950000,84,0,0,0,15.49,78.07,31.94,0,2,32,6,27.4,2,91.15,757,1
43,Professional,1635700,8.9,3,Personal,2162000,24,1,460400,17750,90.05,132.18,25.68,0,1,18,2,26,3,93.79,762,1
29,Contract,613400,8.4,0,Medical,1147000,48,0,0,0,63.71,186.99,58.35,0,0,0,1,0.5,4,94,601,0
33,Salaried,686300,4.8,1,Medical,1536000,24,4,1434600,56460,95,223.81,44.04,0,0,0,2,13.1,8,100,693,0
43,Salaried,1293200,5.3,0,Personal,2373000,36,2,149600,5920,82.52,183.5,32.79,2,4,57,2,16.9,8,67.03,604,0
27,Professional,530100,6.2,1,Personal,1456000,36,3,614500,14420,95,274.67,24.09,1,1,17,3,0.5,9,84.92,586,0
46,Self-Employed,378400,8.3,1,Home Renovation,271000,24,0,0,0,40.78,71.62,36.55,0,0,0,2,23,2,100,738,0
34,Salaried,1118400,2.9,2,Personal,1880000,72,1,222500,7640,47.49,168.1,25.82,0,1,7,4,5.9,4,96.6,666,0
43,Professional,683000,10.6,3,Home,1233000,72,0,0,0,41.56,180.53,7.44,0,1,6,2,20.5,4,100,781,1
34,Salaried,1326300,0.5,1,Vehicle,2796000,36,2,461300,13720,95,210.81,67.62,0,0,0,7,8.9,7,99.49,647,0
32,Salaried,885600,5,2,Business,1857000,24,0,0,0,95,209.69,26.66,0,0,0,3,10.9,3,98.02,685,0
30,Salaried,551500,11.9,0,Personal,882000,48,0,0,0,50.47,159.93,38.39,1,0,0,8,11.4,5,90.99,664,0
51,Business Owner,642100,5,0,Business,1565000,36,0,0,0,95,243.73,38.27,1,4,37,1,32.7,5,82.53,714,0
33,Salaried,470500,6.8,3,Vehicle,1298000,36,0,0,0,95,275.88,9.14,0,1,7,5,11.7,1,96.45,697,0
62,Salaried,450900,4.1,2,Vehicle,1144000,36,0,0,0,95,253.71,74.86,0,0,0,5,35,2,97.08,702,0
37,Salaried,892800,9.2,4,Vehicle,1997000,12,1,115200,2160,95,223.68,27.85,0,2,24,2,12.7,3,96.07,686,0
29,Professional,840300,11.7,4,Business,1744000,24,1,316700,9460,95,207.54,47.99,0,0,0,3,9.6,3,99.26,656,0
23,Business Owner,936900,6,1,Business,561000,12,0,0,0,65.63,59.88,45.63,0,0,0,1,0.5,4,96.5,638,0
46,Salaried,434900,3.7,3,Business,1128000,72,0,0,0,58.22,259.37,20.96,0,0,0,2,21.9,3,100,755,0
34,Salaried,845500,11.6,1,Education,2277000,36,1,156000,2810,95,269.31,23.33,0,1,11,4,15,4,99.42,723,0
43,Business Owner,723600,11.5,2,Medical,1642000,60,1,606500,11200,85.05,226.92,22.14,0,0,0,3,24,4,99.89,751,1
56,Contract,325500,6.6,2,Personal,459000,84,3,543100,14520,82.71,141.01,16.13,1,1,11,1,33.8,6,89.61,771,0
42,Self-Employed,1035500,9.9,1,Personal,1957000,72,3,283200,9530,57.49,188.99,12.82,0,1,8,2,8.1,6,97.77,723,1
39,Self-Employed,690100,0.5,0,Business,723000,36,0,0,0,42.23,104.77,29.51,0,1,9,3,17.3,3,92.77,724,0
46,Salaried,1220000,4.1,2,Education,2480000,60,2,293300,8570,67,203.28,35.1,0,0,0,8,19.1,8,99.6,725,0
43,Salaried,528900,4.3,1,Personal,1146000,72,0,0,0,58.47,216.68,22.28,0,0,0,4,14,2,100,693,1
25,Salaried,488000,5,0,Consumer Durable,474000,24,1,646400,19350,95,97.13,19.55,0,0,0,2,0.5,4,94.1,657,0
47,Salaried,460400,2.2,2,Education,481000,24,0,0,0,59.15,104.47,32.96,0,0,0,2,22.2,1,96.65,731,1
